build_id,pipeline_name,triggered_by,start_time,end_time,status,duration_minutes,commit_sha,branch,tests_run,tests_passed,code_coverage_percent,sprint_number
565,phoenix-web-frontend-ci,tom.garcia,2024-03-04 12:44:00,2024-03-04 13:01:00,TIMEOUT,17,abc000228,main,135,38,65.84250681725374,5
566,phoenix-mobile-api-ci,david.kumar,2024-03-05 18:04:00,2024-03-05 18:28:00,TIMEOUT,24,abc000019,feature/billing,94,111,55.73153826535473,5
567,phoenix-billing-service-ci,tom.garcia,2024-03-05 18:04:00,2024-03-05 18:14:00,SUCCESS,10,abc001704,feature/billing,65,81,60.51237673792759,5
568,phoenix-mobile-api-ci,james.taylor,2024-03-05 20:16:00,2024-03-05 20:25:00,SUCCESS,9,abc001676,feature/auth,63,121,73.4498516721626,5
569,phoenix-mobile-api-ci,david.kumar,2024-03-05 16:02:00,2024-03-05 16:14:00,SUCCESS,12,abc001039,feature/billing,46,65,79.44479697155475,5
570,phoenix-billing-service-ci,james.taylor,2024-03-05 11:32:00,2024-03-05 11:43:00,FAILURE,11,abc001376,feature/auth,77,35,46.53731216187515,5
571,phoenix-web-frontend-ci,david.kumar,2024-03-05 20:37:00,2024-03-05 20:52:00,SUCCESS,15,abc001059,feature/billing,125,124,73.54657994668852,5
572,phoenix-web-frontend-ci,james.taylor,2024-03-05 11:12:00,2024-03-05 11:25:00,SUCCESS,13,abc000399,feature/billing,130,145,80.26877123276218,5
573,phoenix-customer-platform-ci,james.taylor,2024-03-05 14:48:00,2024-03-05 15:13:00,TIMEOUT,25,abc000361,main,85,39,65.94141929086709,5
574,phoenix-customer-platform-ci,ana.lopez,2024-03-05 08:04:00,2024-03-05 08:12:00,SUCCESS,8,abc001690,feature/auth,93,112,76.55512559278921,5
575,phoenix-mobile-api-ci,ana.lopez,2024-03-05 17:02:00,2024-03-05 17:29:00,TIMEOUT,27,abc001732,develop,90,93,64.04418398801451,5
576,phoenix-billing-service-ci,tom.garcia,2024-03-05 11:09:00,2024-03-05 11:19:00,SUCCESS,10,abc001866,feature/auth,59,148,73.63806873397394,5
577,phoenix-billing-service-ci,tom.garcia,2024-03-05 20:43:00,2024-03-05 20:57:00,SUCCESS,14,abc001029,feature/auth,83,88,64.93579444816135,5
578,phoenix-mobile-api-ci,tom.garcia,2024-03-05 10:25:00,2024-03-05 10:36:00,SUCCESS,11,abc000762,main,138,62,75.3114153279495,5
579,phoenix-mobile-api-ci,tom.garcia,2024-03-06 16:23:00,2024-03-06 16:36:00,SUCCESS,13,abc000320,main,145,138,68.55018945344145,5
580,phoenix-customer-platform-ci,tom.garcia,2024-03-06 12:58:00,2024-03-06 13:08:00,SUCCESS,10,abc000727,feature/billing,81,87,76.1129902424245,5
581,phoenix-auth-service-ci,david.kumar,2024-03-06 10:31:00,2024-03-06 10:46:00,SUCCESS,15,abc001362,feature/billing,60,46,60.172906638825694,5
582,phoenix-customer-platform-ci,tom.garcia,2024-03-06 19:03:00,2024-03-06 19:15:00,SUCCESS,12,abc000894,feature/auth,137,92,68.65738851339002,5
583,phoenix-auth-service-ci,tom.garcia,2024-03-06 08:32:00,2024-03-06 08:47:00,SUCCESS,15,abc001534,develop,145,60,82.72283963880373,5
584,phoenix-billing-service-ci,tom.garcia,2024-03-06 20:35:00,2024-03-06 20:49:00,SUCCESS,14,abc000919,feature/billing,97,60,66.68621217651584,5
585,phoenix-web-frontend-ci,ana.lopez,2024-03-06 18:17:00,2024-03-06 18:26:00,SUCCESS,9,abc001583,feature/billing,141,39,79.97424101624756,5
586,phoenix-web-frontend-ci,david.kumar,2024-03-06 19:06:00,2024-03-06 19:14:00,SUCCESS,8,abc001313,develop,137,42,63.36319616409047,5
587,phoenix-customer-platform-ci,david.kumar,2024-03-06 10:24:00,2024-03-06 10:35:00,SUCCESS,11,abc001463,feature/billing,114,105,80.38625276026762,5
588,phoenix-auth-service-ci,david.kumar,2024-03-06 19:10:00,2024-03-06 19:37:00,TIMEOUT,27,abc001156,feature/auth,87,57,61.94555476859664,5
589,phoenix-billing-service-ci,james.taylor,2024-03-06 19:00:00,2024-03-06 19:08:00,SUCCESS,8,abc001805,develop,68,120,82.63054155806701,5
590,phoenix-mobile-api-ci,ana.lopez,2024-03-06 12:02:00,2024-03-06 12:14:00,SUCCESS,12,abc000213,develop,71,86,81.81986020514981,5
591,phoenix-auth-service-ci,ana.lopez,2024-03-06 10:23:00,2024-03-06 10:35:00,SUCCESS,12,abc001052,develop,111,86,64.73915103229855,5
592,phoenix-customer-platform-ci,david.kumar,2024-03-07 13:52:00,2024-03-07 14:00:00,FAILURE,8,abc001312,main,59,57,63.561618177601275,5
593,phoenix-billing-service-ci,tom.garcia,2024-03-07 10:17:00,2024-03-07 10:21:00,FAILURE,4,abc000385,feature/billing,44,74,55.64391771157021,5
594,phoenix-customer-platform-ci,ana.lopez,2024-03-07 10:40:00,2024-03-07 10:55:00,SUCCESS,15,abc001684,develop,47,97,80.333593816489,5
595,phoenix-web-frontend-ci,david.kumar,2024-03-07 16:39:00,2024-03-07 16:53:00,SUCCESS,14,abc001684,feature/billing,129,145,76.43082963438948,5
596,phoenix-auth-service-ci,tom.garcia,2024-03-07 10:42:00,2024-03-07 10:56:00,SUCCESS,14,abc000593,main,55,75,61.592271630339944,5
597,phoenix-billing-service-ci,james.taylor,2024-03-07 18:42:00,2024-03-07 18:54:00,SUCCESS,12,abc001702,main,92,115,70.64419970792007,5
598,phoenix-web-frontend-ci,david.kumar,2024-03-07 16:01:00,2024-03-07 16:10:00,SUCCESS,9,abc001712,develop,41,91,63.84513998727054,5
599,phoenix-web-frontend-ci,david.kumar,2024-03-07 20:56:00,2024-03-07 21:05:00,SUCCESS,9,abc001448,main,140,107,65.04360540504575,5
600,phoenix-web-frontend-ci,james.taylor,2024-03-07 13:08:00,2024-03-07 13:18:00,SUCCESS,10,abc000405,develop,74,103,60.75068033198151,5
601,phoenix-web-frontend-ci,james.taylor,2024-03-07 08:49:00,2024-03-07 08:56:00,FAILURE,7,abc000222,main,64,36,63.671665281247755,5
602,phoenix-customer-platform-ci,ana.lopez,2024-03-07 15:05:00,2024-03-07 15:15:00,FAILURE,10,abc000328,main,137,53,52.012766951598365,5
603,phoenix-web-frontend-ci,tom.garcia,2024-03-07 20:58:00,2024-03-07 21:13:00,SUCCESS,15,abc000909,main,89,99,62.43811311169117,5
604,phoenix-customer-platform-ci,james.taylor,2024-03-07 08:05:00,2024-03-07 08:16:00,SUCCESS,11,abc000145,develop,43,38,63.17136162806335,5
605,phoenix-auth-service-ci,james.taylor,2024-03-08 15:44:00,2024-03-08 15:56:00,SUCCESS,12,abc000828,feature/auth,59,54,80.09931946323624,5
606,phoenix-mobile-api-ci,david.kumar,2024-03-08 13:50:00,2024-03-08 14:03:00,SUCCESS,13,abc001483,develop,104,51,71.95132193854603,5
607,phoenix-billing-service-ci,ana.lopez,2024-03-08 18:34:00,2024-03-08 18:42:00,SUCCESS,8,abc000043,develop,101,54,69.07596562594988,5
608,phoenix-customer-platform-ci,ana.lopez,2024-03-08 09:51:00,2024-03-08 10:05:00,SUCCESS,14,abc001534,feature/billing,106,45,70.51268877148631,5
609,phoenix-auth-service-ci,ana.lopez,2024-03-08 18:58:00,2024-03-08 19:11:00,SUCCESS,13,abc001978,feature/auth,53,117,65.30286916949746,5
610,phoenix-mobile-api-ci,david.kumar,2024-03-08 15:34:00,2024-03-08 15:44:00,SUCCESS,10,abc000685,feature/auth,46,117,80.157591912283,5
611,phoenix-customer-platform-ci,ana.lopez,2024-03-08 09:38:00,2024-03-08 09:51:00,SUCCESS,13,abc000415,main,110,95,80.67330113650459,5
612,phoenix-auth-service-ci,ana.lopez,2024-03-08 17:27:00,2024-03-08 17:54:00,TIMEOUT,27,abc001072,feature/billing,109,119,71.32374311538872,5
613,phoenix-mobile-api-ci,david.kumar,2024-03-08 16:09:00,2024-03-08 16:18:00,SUCCESS,9,abc000602,feature/billing,131,95,83.95472121437595,5
614,phoenix-web-frontend-ci,james.taylor,2024-03-08 16:39:00,2024-03-08 17:05:00,TIMEOUT,26,abc000678,main,128,95,62.55097716544404,5
615,phoenix-customer-platform-ci,david.kumar,2024-03-08 11:46:00,2024-03-08 11:57:00,SUCCESS,11,abc000749,feature/billing,45,147,65.08954340443856,5
616,phoenix-mobile-api-ci,ana.lopez,2024-03-08 19:07:00,2024-03-08 19:18:00,SUCCESS,11,abc000619,feature/billing,145,36,72.75427409275149,5
617,phoenix-auth-service-ci,ana.lopez,2024-03-08 14:07:00,2024-03-08 14:20:00,SUCCESS,13,abc001888,feature/auth,89,90,64.42406542989237,5
618,phoenix-auth-service-ci,ana.lopez,2024-03-09 20:27:00,2024-03-09 20:36:00,SUCCESS,9,abc001167,feature/billing,112,124,79.49680775697331,5
619,phoenix-auth-service-ci,ana.lopez,2024-03-09 11:59:00,2024-03-09 12:11:00,SUCCESS,12,abc001579,feature/billing,57,147,63.697099813345126,5
620,phoenix-billing-service-ci,ana.lopez,2024-03-10 14:27:00,2024-03-10 14:45:00,TIMEOUT,18,abc000155,main,85,77,49.644638790745645,5
621,phoenix-auth-service-ci,ana.lopez,2024-03-10 13:59:00,2024-03-10 14:10:00,SUCCESS,11,abc001836,feature/auth,84,84,74.8414682169103,5
622,phoenix-billing-service-ci,david.kumar,2024-03-10 16:04:00,2024-03-10 16:13:00,SUCCESS,9,abc000436,feature/billing,91,52,63.05192028821411,5
623,phoenix-billing-service-ci,tom.garcia,2024-03-11 13:48:00,2024-03-11 13:49:00,FAILURE,1,abc001601,main,100,60,61.302074326427544,5
624,phoenix-billing-service-ci,tom.garcia,2024-03-11 15:40:00,2024-03-11 15:50:00,SUCCESS,10,abc000824,feature/billing,105,85,83.01032124318624,5
625,phoenix-customer-platform-ci,james.taylor,2024-03-11 10:31:00,2024-03-11 10:57:00,TIMEOUT,26,abc000206,develop,130,25,68.20869057532694,5
626,phoenix-billing-service-ci,david.kumar,2024-03-11 14:55:00,2024-03-11 15:06:00,SUCCESS,11,abc001040,feature/auth,101,67,71.17241232530837,5
627,phoenix-web-frontend-ci,tom.garcia,2024-03-11 08:16:00,2024-03-11 08:28:00,SUCCESS,12,abc000735,develop,128,131,62.38572475056026,5
628,phoenix-auth-service-ci,ana.lopez,2024-03-11 18:46:00,2024-03-11 18:58:00,SUCCESS,12,abc000036,feature/auth,136,61,65.25677703884993,5
629,phoenix-billing-service-ci,ana.lopez,2024-03-11 19:17:00,2024-03-11 19:31:00,SUCCESS,14,abc001525,main,138,78,62.93453348092281,5
630,phoenix-customer-platform-ci,david.kumar,2024-03-11 12:04:00,2024-03-11 12:14:00,SUCCESS,10,abc000314,main,105,74,82.10572715075467,5
631,phoenix-billing-service-ci,tom.garcia,2024-03-11 19:38:00,2024-03-11 19:48:00,SUCCESS,10,abc001671,feature/billing,86,121,76.6478104765873,5
632,phoenix-customer-platform-ci,james.taylor,2024-03-11 12:16:00,2024-03-11 12:28:00,SUCCESS,12,abc000650,feature/auth,107,124,80.04948089931418,5
633,phoenix-customer-platform-ci,james.taylor,2024-03-11 14:43:00,2024-03-11 15:05:00,TIMEOUT,22,abc001327,feature/auth,98,111,47.48087464984661,5
634,phoenix-billing-service-ci,david.kumar,2024-03-11 12:13:00,2024-03-11 12:17:00,FAILURE,4,abc001459,feature/billing,49,101,47.278073041964475,5
635,phoenix-mobile-api-ci,ana.lopez,2024-03-11 12:26:00,2024-03-11 12:34:00,FAILURE,8,abc000076,main,104,46,52.45926958133405,5
636,phoenix-billing-service-ci,james.taylor,2024-03-11 17:37:00,2024-03-11 17:50:00,SUCCESS,13,abc000052,feature/billing,52,104,73.97507894579,6
637,phoenix-mobile-api-ci,ana.lopez,2024-03-11 15:55:00,2024-03-11 16:04:00,SUCCESS,9,abc001068,feature/auth,146,44,84.10126239931981,6
638,phoenix-mobile-api-ci,tom.garcia,2024-03-11 15:09:00,2024-03-11 15:32:00,TIMEOUT,23,abc001561,feature/auth,69,58,64.33005180967055,6
639,phoenix-mobile-api-ci,david.kumar,2024-03-11 11:05:00,2024-03-11 11:14:00,SUCCESS,9,abc000219,develop,141,81,61.094906354032055,6
640,phoenix-billing-service-ci,ana.lopez,2024-03-11 10:14:00,2024-03-11 10:22:00,SUCCESS,8,abc000268,develop,101,145,70.49911968787741,6
641,phoenix-mobile-api-ci,ana.lopez,2024-03-11 16:14:00,2024-03-11 16:38:00,TIMEOUT,24,abc001631,feature/auth,103,60,52.3943546327135,6
642,phoenix-auth-service-ci,james.taylor,2024-03-11 14:30:00,2024-03-11 14:40:00,FAILURE,10,abc001665,feature/billing,102,115,53.544446870952584,6
643,phoenix-web-frontend-ci,tom.garcia,2024-03-11 15:34:00,2024-03-11 15:35:00,FAILURE,1,abc000658,main,67,44,62.465803810584376,6
644,phoenix-web-frontend-ci,james.taylor,2024-03-11 08:45:00,2024-03-11 08:53:00,SUCCESS,8,abc000871,develop,104,97,69.5540128075006,6
645,phoenix-web-frontend-ci,tom.garcia,2024-03-11 16:46:00,2024-03-11 17:00:00,SUCCESS,14,abc000586,main,46,107,66.29931722508351,6
646,phoenix-mobile-api-ci,david.kumar,2024-03-11 13:29:00,2024-03-11 13:37:00,SUCCESS,8,abc001529,develop,73,126,78.83995148915662,6
647,phoenix-web-frontend-ci,david.kumar,2024-03-11 15:05:00,2024-03-11 15:19:00,SUCCESS,14,abc001413,develop,74,128,68.62888764833748,6
648,phoenix-web-frontend-ci,ana.lopez,2024-03-11 13:12:00,2024-03-11 13:20:00,SUCCESS,8,abc000389,main,52,38,60.163935473227404,6
649,phoenix-web-frontend-ci,david.kumar,2024-03-12 12:56:00,2024-03-12 13:11:00,SUCCESS,15,abc001460,feature/auth,74,130,75.66544210072428,6
650,phoenix-mobile-api-ci,james.taylor,2024-03-12 18:40:00,2024-03-12 18:51:00,SUCCESS,11,abc000127,develop,105,100,81.71970987699223,6
651,phoenix-mobile-api-ci,tom.garcia,2024-03-12 17:40:00,2024-03-12 17:48:00,SUCCESS,8,abc001140,feature/auth,109,143,79.67866131290586,6
652,phoenix-customer-platform-ci,tom.garcia,2024-03-12 16:45:00,2024-03-12 16:56:00,SUCCESS,11,abc001771,develop,86,133,77.99216910550815,6
653,phoenix-web-frontend-ci,tom.garcia,2024-03-12 16:02:00,2024-03-12 16:15:00,SUCCESS,13,abc000076,develop,85,80,81.96187788901895,6
654,phoenix-web-frontend-ci,tom.garcia,2024-03-12 16:02:00,2024-03-12 16:28:00,TIMEOUT,26,abc000756,feature/auth,65,126,57.96740428088826,6
655,phoenix-customer-platform-ci,tom.garcia,2024-03-12 16:50:00,2024-03-12 16:58:00,SUCCESS,8,abc000714,feature/auth,90,39,67.61634735899149,6
656,phoenix-billing-service-ci,james.taylor,2024-03-12 13:01:00,2024-03-12 13:12:00,SUCCESS,11,abc001444,main,68,118,76.69208762706855,6
657,phoenix-web-frontend-ci,ana.lopez,2024-03-12 18:05:00,2024-03-12 18:17:00,SUCCESS,12,abc000967,develop,126,56,77.75585258711979,6
658,phoenix-auth-service-ci,james.taylor,2024-03-12 18:49:00,2024-03-12 19:04:00,SUCCESS,15,abc000542,main,131,98,83.82683931613096,6
659,phoenix-billing-service-ci,tom.garcia,2024-03-12 09:19:00,2024-03-12 09:27:00,SUCCESS,8,abc001895,main,132,79,83.47606668366677,6
660,phoenix-mobile-api-ci,tom.garcia,2024-03-12 10:59:00,2024-03-12 11:09:00,SUCCESS,10,abc001727,feature/auth,78,113,75.31453028432588,6
661,phoenix-billing-service-ci,tom.garcia,2024-03-12 20:11:00,2024-03-12 20:21:00,SUCCESS,10,abc001966,feature/auth,97,132,84.33213127931171,6
662,phoenix-customer-platform-ci,tom.garcia,2024-03-13 11:37:00,2024-03-13 11:52:00,SUCCESS,15,abc001801,feature/billing,75,149,71.53880629645026,6
663,phoenix-mobile-api-ci,james.taylor,2024-03-13 13:58:00,2024-03-13 14:20:00,TIMEOUT,22,abc001587,main,100,27,54.7289588572967,6
664,phoenix-customer-platform-ci,ana.lopez,2024-03-13 19:09:00,2024-03-13 19:22:00,SUCCESS,13,abc000975,feature/billing,68,58,60.632497974567315,6
665,phoenix-web-frontend-ci,david.kumar,2024-03-13 09:31:00,2024-03-13 09:45:00,SUCCESS,14,abc001495,feature/billing,96,56,70.82909912502716,6
666,phoenix-customer-platform-ci,james.taylor,2024-03-13 19:53:00,2024-03-13 20:16:00,TIMEOUT,23,abc000386,feature/auth,87,49,55.4133343590409,6
667,phoenix-web-frontend-ci,tom.garcia,2024-03-13 13:54:00,2024-03-13 14:03:00,SUCCESS,9,abc000593,feature/auth,52,60,80.12211202363174,6
668,phoenix-mobile-api-ci,james.taylor,2024-03-13 17:57:00,2024-03-13 18:10:00,SUCCESS,13,abc000826,develop,70,140,63.14163067284596,6
669,phoenix-auth-service-ci,james.taylor,2024-03-13 09:16:00,2024-03-13 09:31:00,SUCCESS,15,abc000997,develop,122,83,63.112165715812466,6
670,phoenix-mobile-api-ci,james.taylor,2024-03-13 15:56:00,2024-03-13 16:07:00,SUCCESS,11,abc001533,main,113,83,84.790958000194,6
671,phoenix-mobile-api-ci,ana.lopez,2024-03-13 15:22:00,2024-03-13 15:26:00,FAILURE,4,abc001977,feature/auth,133,107,49.82657431827784,6
672,phoenix-auth-service-ci,ana.lopez,2024-03-13 19:59:00,2024-03-13 20:14:00,SUCCESS,15,abc000319,feature/auth,92,118,60.03812631324136,6
673,phoenix-billing-service-ci,james.taylor,2024-03-13 16:41:00,2024-03-13 16:50:00,SUCCESS,9,abc000565,feature/billing,142,76,74.81307610062863,6
674,phoenix-auth-service-ci,james.taylor,2024-03-13 19:12:00,2024-03-13 19:27:00,SUCCESS,15,abc000952,feature/billing,148,45,82.82170708702166,6
675,phoenix-web-frontend-ci,james.taylor,2024-03-14 14:03:00,2024-03-14 14:20:00,TIMEOUT,17,abc001431,main,88,117,67.38573356889293,6
676,phoenix-mobile-api-ci,david.kumar,2024-03-14 12:35:00,2024-03-14 12:47:00,SUCCESS,12,abc001970,feature/auth,101,76,78.24342685812492,6
677,phoenix-billing-service-ci,tom.garcia,2024-03-14 17:20:00,2024-03-14 17:27:00,FAILURE,7,abc001293,feature/billing,144,40,63.520974351322614,6
678,phoenix-auth-service-ci,james.taylor,2024-03-14 09:40:00,2024-03-14 09:51:00,SUCCESS,11,abc000121,main,99,109,71.53324429225363,6
679,phoenix-customer-platform-ci,david.kumar,2024-03-14 08:32:00,2024-03-14 08:44:00,SUCCESS,12,abc000871,feature/auth,91,59,74.57369606183852,6
680,phoenix-auth-service-ci,ana.lopez,2024-03-14 11:11:00,2024-03-14 11:25:00,SUCCESS,14,abc001251,develop,122,136,74.8767861740747,6
681,phoenix-web-frontend-ci,james.taylor,2024-03-14 11:10:00,2024-03-14 11:21:00,SUCCESS,11,abc000373,develop,139,57,81.00407144790893,6
682,phoenix-mobile-api-ci,david.kumar,2024-03-14 08:27:00,2024-03-14 08:36:00,SUCCESS,9,abc000544,feature/auth,89,129,83.92763152590955,6
683,phoenix-mobile-api-ci,david.kumar,2024-03-14 19:28:00,2024-03-14 19:36:00,SUCCESS,8,abc001310,feature/auth,149,56,66.72131860755592,6
684,phoenix-customer-platform-ci,ana.lopez,2024-03-14 10:46:00,2024-03-14 10:58:00,SUCCESS,12,abc001983,feature/auth,140,69,81.13497956653134,6
685,phoenix-auth-service-ci,ana.lopez,2024-03-14 20:44:00,2024-03-14 20:57:00,SUCCESS,13,abc001830,main,107,113,67.36565896996119,6
686,phoenix-web-frontend-ci,david.kumar,2024-03-14 13:43:00,2024-03-14 13:56:00,SUCCESS,13,abc000282,feature/billing,43,57,62.084984554519274,6
687,phoenix-auth-service-ci,david.kumar,2024-03-14 20:05:00,2024-03-14 20:14:00,SUCCESS,9,abc000663,develop,78,145,75.72814432396792,6
688,phoenix-web-frontend-ci,ana.lopez,2024-03-15 18:58:00,2024-03-15 19:10:00,SUCCESS,12,abc000555,develop,127,110,72.4888510469017,6
689,phoenix-billing-service-ci,tom.garcia,2024-03-15 10:50:00,2024-03-15 11:03:00,SUCCESS,13,abc000133,feature/auth,143,114,80.16702526226376,6
690,phoenix-billing-service-ci,ana.lopez,2024-03-15 10:18:00,2024-03-15 10:28:00,SUCCESS,10,abc001853,feature/auth,77,126,63.781266719234814,6
691,phoenix-customer-platform-ci,david.kumar,2024-03-15 20:15:00,2024-03-15 20:24:00,SUCCESS,9,abc000986,main,73,97,75.06970720356054,6
692,phoenix-billing-service-ci,david.kumar,2024-03-15 20:57:00,2024-03-15 21:12:00,SUCCESS,15,abc000124,develop,110,81,67.8460409358533,6
693,phoenix-web-frontend-ci,david.kumar,2024-03-15 19:53:00,2024-03-15 20:07:00,SUCCESS,14,abc001045,feature/auth,53,112,79.74254008180485,6
694,phoenix-web-frontend-ci,tom.garcia,2024-03-15 14:17:00,2024-03-15 14:28:00,SUCCESS,11,abc000151,develop,116,148,79.29530055808031,6
695,phoenix-customer-platform-ci,ana.lopez,2024-03-15 20:17:00,2024-03-15 20:31:00,SUCCESS,14,abc000774,feature/billing,84,38,63.6819046834391,6
696,phoenix-auth-service-ci,james.taylor,2024-03-15 08:24:00,2024-03-15 08:36:00,SUCCESS,12,abc000549,feature/billing,71,59,66.64031708310692,6
697,phoenix-web-frontend-ci,tom.garcia,2024-03-15 10:52:00,2024-03-15 11:02:00,SUCCESS,10,abc001779,feature/auth,46,77,62.585012145661274,6
698,phoenix-billing-service-ci,james.taylor,2024-03-15 15:05:00,2024-03-15 15:15:00,SUCCESS,10,abc001410,feature/billing,98,48,82.01637143921904,6
699,phoenix-auth-service-ci,james.taylor,2024-03-15 14:00:00,2024-03-15 14:15:00,SUCCESS,15,abc000490,feature/auth,126,80,80.38419394525948,6
700,phoenix-mobile-api-ci,ana.lopez,2024-03-15 17:11:00,2024-03-15 17:20:00,SUCCESS,9,abc000827,feature/auth,93,59,62.091157746788,6
701,phoenix-customer-platform-ci,david.kumar,2024-03-16 11:46:00,2024-03-16 11:58:00,SUCCESS,12,abc000060,feature/billing,102,102,75.50160181610985,6
702,phoenix-auth-service-ci,david.kumar,2024-03-16 20:38:00,2024-03-16 20:46:00,SUCCESS,8,abc001317,develop,115,148,67.79406127488208,6
703,phoenix-web-frontend-ci,james.taylor,2024-03-16 12:03:00,2024-03-16 12:16:00,SUCCESS,13,abc000247,feature/auth,93,83,66.87021082842415,6
704,phoenix-mobile-api-ci,david.kumar,2024-03-17 16:50:00,2024-03-17 17:03:00,SUCCESS,13,abc000651,feature/auth,112,93,75.62280452429859,6
705,phoenix-mobile-api-ci,ana.lopez,2024-03-17 11:47:00,2024-03-17 12:00:00,SUCCESS,13,abc001645,feature/auth,64,48,70.60328534353451,6
706,phoenix-web-frontend-ci,tom.garcia,2024-03-18 20:46:00,2024-03-18 20:58:00,SUCCESS,12,abc001894,feature/auth,86,131,78.0744741409033,6
707,phoenix-auth-service-ci,james.taylor,2024-03-18 15:58:00,2024-03-18 16:12:00,SUCCESS,14,abc000554,feature/auth,65,94,69.23394647646083,6
708,phoenix-web-frontend-ci,james.taylor,2024-03-18 16:15:00,2024-03-18 16:27:00,SUCCESS,12,abc000622,main,102,117,75.14862144565934,6
709,phoenix-customer-platform-ci,tom.garcia,2024-03-18 14:16:00,2024-03-18 14:24:00,SUCCESS,8,abc000710,develop,74,143,74.66161153597122,6
710,phoenix-mobile-api-ci,james.taylor,2024-03-18 12:11:00,2024-03-18 12:33:00,TIMEOUT,22,abc001239,feature/auth,127,30,69.53354384840385,6
711,phoenix-auth-service-ci,ana.lopez,2024-03-18 08:23:00,2024-03-18 08:31:00,SUCCESS,8,abc000676,main,78,121,81.77423709308471,6
712,phoenix-mobile-api-ci,ana.lopez,2024-03-18 10:05:00,2024-03-18 10:17:00,SUCCESS,12,abc001309,main,66,119,81.91242122632136,6
713,phoenix-auth-service-ci,david.kumar,2024-03-18 16:53:00,2024-03-18 17:06:00,SUCCESS,13,abc001160,feature/billing,77,63,69.01679202446101,6
714,phoenix-auth-service-ci,james.taylor,2024-03-18 09:05:00,2024-03-18 09:17:00,SUCCESS,12,abc000010,develop,144,149,64.26240120776555,6
715,phoenix-auth-service-ci,tom.garcia,2024-03-18 18:43:00,2024-03-18 18:51:00,FAILURE,8,abc001211,main,91,90,70.47698412755568,6
716,phoenix-billing-service-ci,ana.lopez,2024-03-18 15:59:00,2024-03-18 16:14:00,SUCCESS,15,abc001157,feature/auth,87,150,64.57378088000816,6
717,phoenix-auth-service-ci,ana.lopez,2024-03-18 20:43:00,2024-03-18 20:53:00,SUCCESS,10,abc001205,develop,131,70,63.716011470205416,6
718,phoenix-customer-platform-ci,david.kumar,2024-03-18 10:01:00,2024-03-18 10:16:00,SUCCESS,15,abc000128,feature/auth,135,148,72.88410686062333,6
719,phoenix-web-frontend-ci,tom.garcia,2024-03-19 14:59:00,2024-03-19 15:12:00,SUCCESS,13,abc001748,develop,134,84,73.55280795150507,6
720,phoenix-mobile-api-ci,ana.lopez,2024-03-19 13:18:00,2024-03-19 13:26:00,SUCCESS,8,abc001827,feature/auth,113,40,84.22838925367783,6
721,phoenix-web-frontend-ci,tom.garcia,2024-03-19 16:25:00,2024-03-19 16:38:00,SUCCESS,13,abc000732,feature/billing,64,46,70.61648469019744,6
722,phoenix-billing-service-ci,tom.garcia,2024-03-19 18:48:00,2024-03-19 18:56:00,SUCCESS,8,abc000493,feature/auth,43,93,60.99604791098951,6
723,phoenix-auth-service-ci,david.kumar,2024-03-19 10:10:00,2024-03-19 10:22:00,SUCCESS,12,abc000573,develop,67,99,84.0705819937514,6
724,phoenix-billing-service-ci,tom.garcia,2024-03-19 18:38:00,2024-03-19 18:59:00,TIMEOUT,21,abc000109,main,42,70,67.80612366490274,6
725,phoenix-auth-service-ci,ana.lopez,2024-03-19 16:02:00,2024-03-19 16:06:00,FAILURE,4,abc001246,main,131,68,51.55338487347852,6
726,phoenix-web-frontend-ci,tom.garcia,2024-03-19 16:12:00,2024-03-19 16:26:00,SUCCESS,14,abc001833,feature/billing,42,149,69.70284513462508,6
727,phoenix-mobile-api-ci,james.taylor,2024-03-19 13:31:00,2024-03-19 13:41:00,SUCCESS,10,abc001529,feature/billing,43,148,79.69988173019362,6
728,phoenix-web-frontend-ci,tom.garcia,2024-03-19 11:16:00,2024-03-19 11:29:00,SUCCESS,13,abc001918,feature/auth,150,89,64.5241608220069,6
729,phoenix-billing-service-ci,tom.garcia,2024-03-19 08:45:00,2024-03-19 08:59:00,SUCCESS,14,abc001767,develop,125,127,84.2262126236877,6
730,phoenix-mobile-api-ci,james.taylor,2024-03-19 19:26:00,2024-03-19 19:48:00,TIMEOUT,22,abc000140,develop,118,105,58.72480463840546,6
731,phoenix-web-frontend-ci,tom.garcia,2024-03-19 18:54:00,2024-03-19 19:02:00,SUCCESS,8,abc001176,develop,130,43,75.13646039513333,6
732,phoenix-mobile-api-ci,ana.lopez,2024-03-20 16:19:00,2024-03-20 16:33:00,SUCCESS,14,abc000143,feature/billing,54,51,66.32015510614569,6
733,phoenix-billing-service-ci,david.kumar,2024-03-20 18:22:00,2024-03-20 18:32:00,SUCCESS,10,abc000890,develop,126,47,63.74941583052268,6
734,phoenix-customer-platform-ci,david.kumar,2024-03-20 11:25:00,2024-03-20 11:37:00,SUCCESS,12,abc000469,develop,106,65,67.16201244199172,6
735,phoenix-customer-platform-ci,david.kumar,2024-03-20 18:17:00,2024-03-20 18:32:00,SUCCESS,15,abc001433,develop,124,148,83.30466122545923,6
736,phoenix-web-frontend-ci,james.taylor,2024-03-20 16:12:00,2024-03-20 16:21:00,SUCCESS,9,abc001359,feature/billing,133,121,68.7675612518345,6
737,phoenix-billing-service-ci,james.taylor,2024-03-20 16:22:00,2024-03-20 16:32:00,SUCCESS,10,abc000335,main,52,139,63.20792618128974,6
