message_id,channel,channel_type,author,timestamp,message_type,content_length,mentions_count,responses_count,reactions_count,is_after_hours,is_weekend,sprint_number,contains_blocked_keyword,contains_urgent_keyword
1804,production-alerts,alerts,lisa.chen,2024-02-08 08:15:00,general,21,1,1,2,False,False,3,False,False
1805,production-alerts,alerts,ana.lopez,2024-02-08 14:26:00,blocked,26,3,2,3,False,False,3,True,False
1806,modernization-effort,project,tom.garcia,2024-02-08 23:51:00,general,28,1,1,2,True,False,3,False,False
1807,production-alerts,alerts,david.kumar,2024-02-08 13:32:00,general,28,1,1,0,False,False,3,False,False
1808,modernization-effort,project,ana.lopez,2024-02-08 13:40:00,blocked,26,2,3,3,False,False,3,True,False
1809,modernization-effort,project,tom.garcia,2024-02-08 08:32:00,general,21,1,1,2,False,False,3,False,False
1810,production-alerts,alerts,james.taylor,2024-02-08 15:19:00,urgent,45,5,5,3,False,False,3,False,True
1811,general-dev,general,sam.miller,2024-02-08 11:32:00,general,28,1,2,3,False,False,3,False,False
1812,architecture-discussion,technical,sarah.johnson,2024-02-08 00:28:00,general,33,0,1,1,True,False,3,False,False
1813,phoenix-team,team,sam.miller,2024-02-08 13:46:00,general,17,0,2,3,False,False,3,False,False
1814,production-alerts,alerts,james.taylor,2024-02-08 15:51:00,blocked,24,3,6,3,False,False,3,True,False
1815,architecture-discussion,technical,emma.jones,2024-02-08 14:26:00,blocked,24,1,1,0,False,False,3,True,False
1816,phoenix-team,team,lisa.chen,2024-02-08 17:02:00,urgent,36,4,2,0,False,False,3,False,True
1817,modernization-effort,project,lisa.chen,2024-02-08 07:27:00,general,33,0,0,4,True,False,3,False,False
1818,modernization-effort,project,lisa.chen,2024-02-08 02:08:00,general,33,0,0,2,True,False,3,False,False
1819,general-dev,general,sam.miller,2024-02-08 17:26:00,general,28,0,0,0,False,False,3,False,False
1820,phoenix-daily,standup,jordan.davis,2024-02-08 02:36:00,general,21,1,1,2,True,False,3,False,False
1821,phoenix-team,team,ana.lopez,2024-02-09 10:09:00,general,28,1,1,4,False,False,3,False,False
1822,phoenix-team,team,sam.miller,2024-02-09 08:07:00,blocked,24,2,3,4,False,False,3,True,False
1823,phoenix-team,team,sam.miller,2024-02-09 12:37:00,general,33,0,1,4,False,False,3,False,False
1824,general-dev,general,lisa.chen,2024-02-09 09:56:00,urgent,38,5,1,2,False,False,3,False,True
1825,general-dev,general,emma.jones,2024-02-09 16:57:00,urgent,36,5,4,4,False,False,3,False,True
1826,phoenix-daily,standup,james.taylor,2024-02-09 14:22:00,general,33,0,1,2,False,False,3,False,False
1827,phoenix-daily,standup,sam.miller,2024-02-09 02:16:00,general,17,0,2,4,True,False,3,False,False
1828,general-dev,general,david.kumar,2024-02-09 10:12:00,blocked,27,3,5,0,False,False,3,True,False
1829,architecture-discussion,technical,mark.smith,2024-02-09 17:29:00,general,21,0,1,1,False,False,3,False,False
1830,general-dev,general,tom.garcia,2024-02-09 15:29:00,urgent,39,3,6,4,False,False,3,False,True
1831,production-alerts,alerts,ana.lopez,2024-02-09 02:45:00,general,33,0,0,0,True,False,3,False,False
1832,general-dev,general,jordan.davis,2024-02-09 05:02:00,general,17,0,2,2,True,False,3,False,False
1833,production-alerts,alerts,jordan.davis,2024-02-09 14:33:00,blocked,24,1,4,2,False,False,3,True,False
1834,phoenix-daily,standup,lisa.chen,2024-02-09 14:16:00,urgent,39,4,1,0,False,False,3,False,True
1835,architecture-discussion,technical,rachel.wilson,2024-02-09 14:15:00,blocked,24,3,5,4,False,False,3,True,False
1836,production-alerts,alerts,jordan.davis,2024-02-09 13:43:00,general,17,0,2,0,False,False,3,False,False
1837,general-dev,general,james.taylor,2024-02-09 19:20:00,general,21,1,2,1,True,False,3,False,False
1838,production-alerts,alerts,rachel.wilson,2024-02-09 18:45:00,general,28,1,0,3,False,False,3,False,False
1839,phoenix-team,team,rachel.wilson,2024-02-09 18:40:00,general,33,0,2,2,False,False,3,False,False
1840,architecture-discussion,technical,jordan.davis,2024-02-09 08:00:00,general,33,0,1,4,False,False,3,False,False
1841,phoenix-team,team,sam.miller,2024-02-09 16:12:00,urgent,34,4,0,3,False,False,3,False,True
1842,general-dev,general,rachel.wilson,2024-02-09 11:13:00,general,33,1,2,1,False,False,3,False,False
1843,production-alerts,alerts,david.kumar,2024-02-09 08:06:00,general,33,1,1,3,False,False,3,False,False
1844,general-dev,general,mark.smith,2024-02-09 12:33:00,general,21,0,2,1,False,False,3,False,False
1845,phoenix-daily,standup,sam.miller,2024-02-09 15:18:00,general,21,0,1,4,False,False,3,False,False
1846,phoenix-team,team,emma.jones,2024-02-09 18:21:00,general,28,1,2,2,False,False,3,False,False
1847,phoenix-team,team,sam.miller,2024-02-09 08:00:00,general,17,0,2,4,False,False,3,False,False
1848,phoenix-team,team,sam.miller,2024-02-09 21:02:00,urgent,36,5,5,1,True,False,3,False,True
1849,phoenix-team,team,sarah.johnson,2024-02-09 10:55:00,general,17,1,0,4,False,False,3,False,False
1850,general-dev,general,sam.miller,2024-02-09 18:00:00,general,17,0,2,4,False,False,3,False,False
1851,phoenix-daily,standup,jordan.davis,2024-02-09 08:19:00,blocked,22,2,0,1,False,False,3,True,False
1852,production-alerts,alerts,jordan.davis,2024-02-09 05:40:00,general,21,1,1,3,True,False,3,False,False
1853,phoenix-daily,standup,alex.brown,2024-02-09 15:34:00,general,33,1,1,1,False,False,3,False,False
1854,general-dev,general,lisa.chen,2024-02-09 09:58:00,general,28,1,2,2,False,False,3,False,False
1855,production-alerts,alerts,jordan.davis,2024-02-09 13:00:00,urgent,36,2,4,2,False,False,3,False,True
1856,modernization-effort,project,alex.brown,2024-02-09 13:40:00,general,33,1,0,2,False,False,3,False,False
1857,general-dev,general,emma.jones,2024-02-09 22:24:00,general,28,0,1,0,True,False,3,False,False
1858,production-alerts,alerts,sam.miller,2024-02-09 21:30:00,blocked,24,2,3,0,True,False,3,True,False
1859,phoenix-team,team,rachel.wilson,2024-02-09 05:53:00,general,33,1,2,4,True,False,3,False,False
1860,production-alerts,alerts,lisa.chen,2024-02-09 13:21:00,blocked,27,1,6,4,False,False,3,True,False
1861,architecture-discussion,technical,ana.lopez,2024-02-09 14:38:00,general,21,0,2,3,False,False,3,False,False
1862,phoenix-team,team,tom.garcia,2024-02-09 10:53:00,general,28,0,0,3,False,False,3,False,False
1863,phoenix-team,team,rachel.wilson,2024-02-09 02:25:00,urgent,45,2,3,0,True,False,3,False,True
1864,phoenix-team,team,ana.lopez,2024-02-09 11:09:00,general,21,0,1,2,False,False,3,False,False
1865,production-alerts,alerts,alex.brown,2024-02-09 13:26:00,general,21,1,0,2,False,False,3,False,False
1866,architecture-discussion,technical,rachel.wilson,2024-02-09 15:08:00,general,17,1,2,3,False,False,3,False,False
1867,modernization-effort,project,sam.miller,2024-02-09 19:21:00,urgent,39,3,4,1,True,False,3,False,True
1868,modernization-effort,project,david.kumar,2024-02-09 08:33:00,general,21,0,2,4,False,False,3,False,False
1869,phoenix-daily,standup,ana.lopez,2024-02-09 16:56:00,general,17,1,2,0,False,False,3,False,False
1870,production-alerts,alerts,alex.brown,2024-02-09 02:16:00,general,21,0,0,1,True,False,3,False,False
1871,architecture-discussion,technical,jordan.davis,2024-02-09 05:51:00,general,28,0,0,0,True,False,3,False,False
1872,phoenix-daily,standup,tom.garcia,2024-02-09 13:45:00,blocked,22,3,3,2,False,False,3,True,False
1873,architecture-discussion,technical,sam.miller,2024-02-09 16:19:00,general,33,1,0,2,False,False,3,False,False
1874,production-alerts,alerts,sam.miller,2024-02-09 11:42:00,general,17,0,2,3,False,False,3,False,False
1875,phoenix-daily,standup,tom.garcia,2024-02-09 07:00:00,general,21,0,0,1,True,False,3,False,False
1876,modernization-effort,project,emma.jones,2024-02-09 11:24:00,general,33,1,1,4,False,False,3,False,False
1877,general-dev,general,emma.jones,2024-02-09 14:31:00,general,33,1,0,0,False,False,3,False,False
1878,architecture-discussion,technical,emma.jones,2024-02-09 11:16:00,urgent,39,3,4,0,False,False,3,False,True
1879,phoenix-team,team,tom.garcia,2024-02-09 08:38:00,urgent,34,3,3,2,False,False,3,False,True
1880,modernization-effort,project,david.kumar,2024-02-09 10:25:00,general,33,1,0,0,False,False,3,False,False
1881,phoenix-daily,standup,david.kumar,2024-02-09 11:26:00,general,33,1,1,0,False,False,3,False,False
1882,general-dev,general,ana.lopez,2024-02-09 14:48:00,blocked,22,3,4,1,False,False,3,True,False
1883,architecture-discussion,technical,emma.jones,2024-02-09 12:26:00,urgent,36,3,1,3,False,False,3,False,True
1884,phoenix-team,team,james.taylor,2024-02-09 12:50:00,urgent,34,5,1,0,False,False,3,False,True
1885,general-dev,general,sam.miller,2024-02-09 08:26:00,blocked,24,1,0,1,False,False,3,True,False
1886,architecture-discussion,technical,alex.brown,2024-02-09 16:50:00,general,17,0,1,0,False,False,3,False,False
1887,phoenix-daily,standup,sarah.johnson,2024-02-09 09:08:00,general,28,0,2,1,False,False,3,False,False
1888,phoenix-team,team,david.kumar,2024-02-09 11:38:00,general,33,0,0,4,False,False,3,False,False
1889,modernization-effort,project,jordan.davis,2024-02-09 08:00:00,general,28,1,2,2,False,False,3,False,False
1890,phoenix-team,team,ana.lopez,2024-02-09 18:42:00,general,28,1,2,4,False,False,3,False,False
1891,production-alerts,alerts,jordan.davis,2024-02-09 03:35:00,general,28,0,0,1,True,False,3,False,False
1892,phoenix-daily,standup,sarah.johnson,2024-02-09 08:35:00,general,17,0,2,3,False,False,3,False,False
1893,architecture-discussion,technical,tom.garcia,2024-02-09 15:40:00,general,33,0,0,4,False,False,3,False,False
1894,phoenix-daily,standup,lisa.chen,2024-02-09 13:35:00,general,28,1,1,3,False,False,3,False,False
1895,phoenix-team,team,mark.smith,2024-02-09 14:28:00,general,33,1,2,0,False,False,3,False,False
1896,production-alerts,alerts,rachel.wilson,2024-02-09 13:33:00,urgent,34,4,0,3,False,False,3,False,True
1897,phoenix-daily,standup,tom.garcia,2024-02-09 14:01:00,general,33,1,0,1,False,False,3,False,False
1898,phoenix-daily,standup,jordan.davis,2024-02-09 22:32:00,general,28,0,2,0,True,False,3,False,False
1899,phoenix-team,team,lisa.chen,2024-02-10 12:10:00,general,21,0,0,0,False,True,3,False,False
1900,general-dev,general,rachel.wilson,2024-02-10 16:29:00,general,28,0,0,3,False,True,3,False,False
1901,phoenix-daily,standup,mark.smith,2024-02-10 17:40:00,general,17,0,2,2,False,True,3,False,False
1902,phoenix-team,team,alex.brown,2024-02-10 18:10:00,general,17,1,1,2,False,True,3,False,False
1903,phoenix-team,team,tom.garcia,2024-02-10 11:08:00,general,17,1,0,3,False,True,3,False,False
1904,general-dev,general,emma.jones,2024-02-10 08:57:00,general,21,0,2,4,False,True,3,False,False
1905,architecture-discussion,technical,alex.brown,2024-02-10 18:21:00,general,17,1,1,2,False,True,3,False,False
1906,modernization-effort,project,alex.brown,2024-02-10 12:33:00,blocked,22,2,4,3,False,True,3,True,False
1907,modernization-effort,project,mark.smith,2024-02-10 15:13:00,blocked,24,1,4,2,False,True,3,True,False
1908,architecture-discussion,technical,sam.miller,2024-02-10 13:52:00,general,21,1,2,3,False,True,3,False,False
1909,production-alerts,alerts,alex.brown,2024-02-10 10:49:00,blocked,24,2,1,1,False,True,3,True,False
1910,architecture-discussion,technical,alex.brown,2024-02-10 10:58:00,general,17,1,1,3,False,True,3,False,False
1911,production-alerts,alerts,tom.garcia,2024-02-10 15:12:00,general,33,1,0,2,False,True,3,False,False
1912,modernization-effort,project,david.kumar,2024-02-10 05:23:00,general,17,0,0,3,True,True,3,False,False
1913,phoenix-daily,standup,james.taylor,2024-02-10 13:09:00,general,17,1,1,1,False,True,3,False,False
1914,phoenix-team,team,mark.smith,2024-02-10 16:02:00,general,17,1,1,3,False,True,3,False,False
1915,general-dev,general,ana.lopez,2024-02-10 09:20:00,general,17,1,2,1,False,True,3,False,False
1916,architecture-discussion,technical,jordan.davis,2024-02-10 15:59:00,general,17,0,0,0,False,True,3,False,False
1917,phoenix-daily,standup,emma.jones,2024-02-10 22:49:00,general,33,0,0,2,True,True,3,False,False
1918,production-alerts,alerts,jordan.davis,2024-02-10 13:30:00,general,21,0,1,0,False,True,3,False,False
1919,production-alerts,alerts,jordan.davis,2024-02-10 09:07:00,blocked,22,1,6,3,False,True,3,True,False
1920,production-alerts,alerts,sarah.johnson,2024-02-10 15:29:00,general,17,1,2,1,False,True,3,False,False
1921,phoenix-team,team,tom.garcia,2024-02-10 08:55:00,general,21,1,0,3,False,True,3,False,False
1922,phoenix-team,team,lisa.chen,2024-02-11 18:42:00,blocked,27,3,6,3,False,True,3,True,False
1923,production-alerts,alerts,mark.smith,2024-02-11 15:05:00,general,33,1,2,1,False,True,3,False,False
1924,phoenix-daily,standup,alex.brown,2024-02-11 08:08:00,general,28,1,2,4,False,True,3,False,False
1925,production-alerts,alerts,james.taylor,2024-02-11 18:11:00,general,28,0,0,0,False,True,3,False,False
1926,architecture-discussion,technical,jordan.davis,2024-02-11 09:10:00,general,28,1,2,3,False,True,3,False,False
1927,phoenix-team,team,james.taylor,2024-02-11 20:15:00,urgent,36,2,0,3,True,True,3,False,True
1928,architecture-discussion,technical,lisa.chen,2024-02-11 13:22:00,general,28,0,1,0,False,True,3,False,False
1929,general-dev,general,david.kumar,2024-02-11 05:44:00,general,33,1,2,3,True,True,3,False,False
1930,phoenix-team,team,rachel.wilson,2024-02-11 17:47:00,general,17,1,2,4,False,True,3,False,False
1931,architecture-discussion,technical,rachel.wilson,2024-02-11 01:35:00,general,17,1,0,1,True,True,3,False,False
1932,phoenix-team,team,sam.miller,2024-02-11 14:55:00,general,28,1,1,0,False,True,3,False,False
1933,phoenix-team,team,lisa.chen,2024-02-11 05:41:00,general,33,0,0,4,True,True,3,False,False
1934,architecture-discussion,technical,rachel.wilson,2024-02-11 12:28:00,urgent,45,3,4,4,False,True,3,False,True
1935,production-alerts,alerts,james.taylor,2024-02-11 12:34:00,general,21,1,1,4,False,True,3,False,False
1936,production-alerts,alerts,ana.lopez,2024-02-11 09:40:00,general,21,0,0,3,False,True,3,False,False
1937,modernization-effort,project,emma.jones,2024-02-11 15:13:00,blocked,26,1,2,4,False,True,3,True,False
1938,architecture-discussion,technical,david.kumar,2024-02-11 12:53:00,general,21,0,2,2,False,True,3,False,False
1939,production-alerts,alerts,david.kumar,2024-02-11 18:24:00,general,33,0,2,1,False,True,3,False,False
1940,production-alerts,alerts,alex.brown,2024-02-11 13:44:00,general,28,0,2,3,False,True,3,False,False
1941,general-dev,general,emma.jones,2024-02-11 09:50:00,general,17,0,1,4,False,True,3,False,False
1942,general-dev,general,mark.smith,2024-02-11 12:15:00,general,33,0,1,3,False,True,3,False,False
1943,production-alerts,alerts,alex.brown,2024-02-11 22:37:00,general,17,1,2,4,True,True,3,False,False
1944,phoenix-daily,standup,james.taylor,2024-02-11 17:38:00,general,17,0,1,1,False,True,3,False,False
1945,phoenix-daily,standup,tom.garcia,2024-02-12 15:58:00,general,17,0,1,0,False,False,3,False,False
1946,general-dev,general,alex.brown,2024-02-12 05:44:00,general,21,0,1,3,True,False,3,False,False
1947,phoenix-team,team,sam.miller,2024-02-12 11:40:00,blocked,27,1,4,2,False,False,3,True,False
1948,general-dev,general,mark.smith,2024-02-12 13:13:00,general,17,0,0,4,False,False,3,False,False
1949,modernization-effort,project,david.kumar,2024-02-12 14:42:00,general,17,1,2,1,False,False,3,False,False
1950,phoenix-daily,standup,emma.jones,2024-02-12 15:18:00,blocked,24,1,5,2,False,False,3,True,False
1951,production-alerts,alerts,sarah.johnson,2024-02-12 17:10:00,general,21,1,0,0,False,False,3,False,False
1952,phoenix-team,team,mark.smith,2024-02-12 02:07:00,urgent,38,3,5,1,True,False,3,False,True
1953,architecture-discussion,technical,jordan.davis,2024-02-12 09:10:00,general,33,1,1,1,False,False,3,False,False
1954,production-alerts,alerts,sam.miller,2024-02-12 18:27:00,general,21,1,0,4,False,False,3,False,False
1955,phoenix-daily,standup,ana.lopez,2024-02-12 02:27:00,general,21,0,0,0,True,False,3,False,False
1956,phoenix-team,team,james.taylor,2024-02-12 14:26:00,general,17,1,2,4,False,False,3,False,False
1957,phoenix-daily,standup,alex.brown,2024-02-12 11:12:00,general,33,1,2,2,False,False,3,False,False
1958,phoenix-daily,standup,james.taylor,2024-02-12 16:09:00,general,28,1,1,0,False,False,3,False,False
1959,general-dev,general,james.taylor,2024-02-12 16:57:00,urgent,45,3,5,4,False,False,3,False,True
1960,phoenix-daily,standup,jordan.davis,2024-02-12 18:09:00,general,28,1,1,1,False,False,3,False,False
1961,modernization-effort,project,sarah.johnson,2024-02-12 00:54:00,blocked,22,1,2,4,True,False,3,True,False
1962,general-dev,general,tom.garcia,2024-02-12 16:32:00,blocked,24,1,5,2,False,False,3,True,False
1963,modernization-effort,project,emma.jones,2024-02-12 22:32:00,urgent,34,2,4,4,True,False,3,False,True
1964,phoenix-team,team,david.kumar,2024-02-12 09:14:00,blocked,22,2,6,4,False,False,3,True,False
1965,modernization-effort,project,sam.miller,2024-02-12 01:15:00,general,33,1,1,2,True,False,3,False,False
1966,general-dev,general,sarah.johnson,2024-02-12 08:05:00,general,33,0,2,4,False,False,3,False,False
1967,modernization-effort,project,sarah.johnson,2024-02-12 15:16:00,general,17,1,0,2,False,False,3,False,False
1968,general-dev,general,rachel.wilson,2024-02-12 16:25:00,urgent,45,2,0,0,False,False,3,False,True
1969,phoenix-daily,standup,mark.smith,2024-02-12 17:01:00,general,28,0,1,4,False,False,3,False,False
1970,architecture-discussion,technical,ana.lopez,2024-02-12 11:59:00,general,28,1,0,0,False,False,3,False,False
1971,phoenix-daily,standup,sam.miller,2024-02-12 17:50:00,general,21,0,0,2,False,False,3,False,False
1972,general-dev,general,lisa.chen,2024-02-12 00:22:00,general,21,0,0,2,True,False,3,False,False
1973,phoenix-daily,standup,david.kumar,2024-02-12 16:41:00,blocked,22,2,5,3,False,False,3,True,False
1974,architecture-discussion,technical,jordan.davis,2024-02-12 14:30:00,general,21,0,1,4,False,False,3,False,False
1975,phoenix-team,team,ana.lopez,2024-02-12 16:43:00,urgent,36,2,2,3,False,False,3,False,True
1976,general-dev,general,lisa.chen,2024-02-12 11:22:00,general,33,0,1,3,False,False,3,False,False
1977,modernization-effort,project,david.kumar,2024-02-12 11:47:00,general,28,1,1,0,False,False,3,False,False
1978,phoenix-team,team,sam.miller,2024-02-12 17:33:00,general,28,1,0,3,False,False,3,False,False
1979,phoenix-daily,standup,sam.miller,2024-02-12 08:06:00,general,28,0,2,3,False,False,3,False,False
1980,modernization-effort,project,ana.lopez,2024-02-12 15:59:00,general,33,1,1,3,False,False,3,False,False
1981,modernization-effort,project,lisa.chen,2024-02-12 17:09:00,general,21,0,0,1,False,False,3,False,False
1982,phoenix-team,team,alex.brown,2024-02-12 13:34:00,general,21,0,1,0,False,False,3,False,False
1983,general-dev,general,david.kumar,2024-02-12 13:49:00,general,21,0,0,1,False,False,3,False,False
1984,phoenix-daily,standup,jordan.davis,2024-02-12 15:57:00,general,33,0,0,1,False,False,3,False,False
1985,general-dev,general,david.kumar,2024-02-12 17:32:00,general,17,1,1,2,False,False,3,False,False
1986,modernization-effort,project,lisa.chen,2024-02-12 09:41:00,urgent,38,4,1,4,False,False,3,False,True
1987,modernization-effort,project,david.kumar,2024-02-12 16:15:00,general,28,0,1,4,False,False,3,False,False
1988,phoenix-team,team,sarah.johnson,2024-02-12 10:30:00,general,33,0,2,2,False,False,3,False,False
1989,modernization-effort,project,rachel.wilson,2024-02-12 10:14:00,general,21,0,0,0,False,False,3,False,False
1990,phoenix-team,team,james.taylor,2024-02-12 07:16:00,urgent,36,5,6,1,True,False,3,False,True
1991,architecture-discussion,technical,jordan.davis,2024-02-12 11:57:00,general,28,0,2,0,False,False,3,False,False
1992,general-dev,general,james.taylor,2024-02-12 18:02:00,general,33,1,1,3,False,False,3,False,False
1993,phoenix-team,team,sam.miller,2024-02-12 22:41:00,urgent,39,4,6,1,True,False,3,False,True
1994,phoenix-team,team,lisa.chen,2024-02-12 10:06:00,general,21,1,1,1,False,False,3,False,False
1995,production-alerts,alerts,rachel.wilson,2024-02-12 16:39:00,blocked,27,2,5,3,False,False,3,True,False
1996,phoenix-daily,standup,ana.lopez,2024-02-12 10:24:00,urgent,45,5,4,1,False,False,3,False,True
1997,phoenix-daily,standup,lisa.chen,2024-02-12 10:33:00,general,17,0,1,2,False,False,3,False,False
1998,phoenix-daily,standup,david.kumar,2024-02-12 18:59:00,general,17,0,1,2,False,False,3,False,False
1999,modernization-effort,project,jordan.davis,2024-02-12 13:30:00,general,28,1,1,4,False,False,3,False,False
2000,production-alerts,alerts,mark.smith,2024-02-12 14:48:00,general,33,0,1,2,False,False,3,False,False
2001,architecture-discussion,technical,alex.brown,2024-02-12 14:13:00,general,33,0,0,0,False,False,3,False,False
2002,production-alerts,alerts,tom.garcia,2024-02-12 17:59:00,general,33,1,1,3,False,False,3,False,False
2003,phoenix-daily,standup,sarah.johnson,2024-02-12 00:27:00,general,28,0,1,2,True,False,3,False,False
2004,production-alerts,alerts,james.taylor,2024-02-12 16:05:00,general,21,1,0,2,False,False,3,False,False
2005,phoenix-team,team,james.taylor,2024-02-12 15:19:00,general,17,1,1,0,False,False,3,False,False
2006,modernization-effort,project,lisa.chen,2024-02-12 08:16:00,general,17,0,2,2,False,False,3,False,False
2007,general-dev,general,sarah.johnson,2024-02-12 09:27:00,general,33,1,2,1,False,False,3,False,False
2008,production-alerts,alerts,rachel.wilson,2024-02-12 08:50:00,general,28,0,0,0,False,False,3,False,False
2009,modernization-effort,project,alex.brown,2024-02-12 09:19:00,urgent,39,2,6,4,False,False,3,False,True
2010,modernization-effort,project,david.kumar,2024-02-12 17:27:00,general,33,0,1,0,False,False,3,False,False
2011,modernization-effort,project,lisa.chen,2024-02-12 16:35:00,general,21,0,0,4,False,False,3,False,False
2012,phoenix-team,team,david.kumar,2024-02-12 16:51:00,general,28,1,2,1,False,False,3,False,False
2013,general-dev,general,david.kumar,2024-02-12 17:52:00,general,28,1,1,1,False,False,3,False,False
2014,architecture-discussion,technical,james.taylor,2024-02-12 02:43:00,urgent,34,2,6,1,True,False,3,False,True
2015,phoenix-team,team,alex.brown,2024-02-12 09:58:00,general,17,0,1,3,False,False,3,False,False
2016,production-alerts,alerts,sarah.johnson,2024-02-12 18:20:00,urgent,38,4,6,4,False,False,3,False,True
2017,modernization-effort,project,james.taylor,2024-02-12 13:59:00,blocked,24,3,5,2,False,False,3,True,False
2018,modernization-effort,project,tom.garcia,2024-02-12 12:21:00,general,17,0,0,1,False,False,3,False,False
2019,modernization-effort,project,emma.jones,2024-02-12 15:36:00,general,28,0,2,3,False,False,3,False,False
2020,phoenix-team,team,james.taylor,2024-02-12 13:46:00,general,21,1,0,3,False,False,3,False,False
2021,production-alerts,alerts,lisa.chen,2024-02-12 08:53:00,general,33,1,2,3,False,False,3,False,False
2022,modernization-effort,project,lisa.chen,2024-02-12 20:16:00,general,33,0,2,3,True,False,3,False,False
2023,production-alerts,alerts,mark.smith,2024-02-12 10:13:00,blocked,24,3,3,4,False,False,4,True,False
2024,phoenix-team,team,tom.garcia,2024-02-12 14:22:00,general,21,0,1,1,False,False,4,False,False
2025,production-alerts,alerts,david.kumar,2024-02-12 16:09:00,general,33,1,1,3,False,False,4,False,False
2026,architecture-discussion,technical,sarah.johnson,2024-02-12 11:30:00,general,17,1,2,1,False,False,4,False,False
2027,modernization-effort,project,jordan.davis,2024-02-12 13:58:00,general,33,0,2,0,False,False,4,False,False
2028,modernization-effort,project,alex.brown,2024-02-12 16:00:00,general,33,1,1,3,False,False,4,False,False
2029,architecture-discussion,technical,alex.brown,2024-02-12 15:14:00,general,17,0,1,4,False,False,4,False,False
2030,production-alerts,alerts,ana.lopez,2024-02-12 20:53:00,general,17,1,2,1,True,False,4,False,False
2031,phoenix-daily,standup,david.kumar,2024-02-12 09:17:00,general,33,0,1,3,False,False,4,False,False
2032,phoenix-team,team,rachel.wilson,2024-02-12 18:09:00,general,33,0,0,1,False,False,4,False,False
2033,phoenix-daily,standup,mark.smith,2024-02-12 12:29:00,general,21,0,2,1,False,False,4,False,False
2034,general-dev,general,jordan.davis,2024-02-12 12:39:00,general,21,0,1,2,False,False,4,False,False
2035,production-alerts,alerts,tom.garcia,2024-02-12 17:16:00,general,17,1,0,4,False,False,4,False,False
2036,phoenix-team,team,lisa.chen,2024-02-12 20:06:00,blocked,27,1,5,0,True,False,4,True,False
2037,phoenix-daily,standup,jordan.davis,2024-02-12 19:08:00,general,21,0,2,2,True,False,4,False,False
2038,architecture-discussion,technical,mark.smith,2024-02-12 15:22:00,general,33,1,0,1,False,False,4,False,False
2039,phoenix-team,team,james.taylor,2024-02-12 10:16:00,blocked,27,1,6,4,False,False,4,True,False
2040,modernization-effort,project,rachel.wilson,2024-02-12 14:45:00,urgent,39,5,0,2,False,False,4,False,True
2041,architecture-discussion,technical,james.taylor,2024-02-12 09:06:00,general,17,0,2,0,False,False,4,False,False
2042,general-dev,general,sam.miller,2024-02-12 04:35:00,general,21,1,2,1,True,False,4,False,False
2043,general-dev,general,david.kumar,2024-02-12 10:29:00,general,21,0,2,2,False,False,4,False,False
2044,modernization-effort,project,james.taylor,2024-02-12 08:16:00,blocked,22,1,4,1,False,False,4,True,False
2045,general-dev,general,mark.smith,2024-02-12 11:37:00,general,28,0,1,2,False,False,4,False,False
2046,general-dev,general,emma.jones,2024-02-12 18:37:00,general,17,0,2,1,False,False,4,False,False
2047,architecture-discussion,technical,jordan.davis,2024-02-12 13:16:00,general,33,1,0,0,False,False,4,False,False
2048,general-dev,general,sarah.johnson,2024-02-12 18:38:00,general,33,1,1,0,False,False,4,False,False
2049,modernization-effort,project,sarah.johnson,2024-02-12 21:21:00,general,28,0,1,4,True,False,4,False,False
2050,phoenix-team,team,lisa.chen,2024-02-12 18:37:00,general,21,0,2,2,False,False,4,False,False
2051,general-dev,general,emma.jones,2024-02-12 19:12:00,general,33,1,0,3,True,False,4,False,False
2052,production-alerts,alerts,tom.garcia,2024-02-12 10:26:00,general,17,1,2,4,False,False,4,False,False
2053,production-alerts,alerts,emma.jones,2024-02-12 10:34:00,general,17,0,1,0,False,False,4,False,False
2054,general-dev,general,mark.smith,2024-02-12 13:51:00,general,28,1,1,1,False,False,4,False,False
2055,phoenix-team,team,alex.brown,2024-02-12 16:03:00,general,28,1,0,1,False,False,4,False,False
2056,production-alerts,alerts,sam.miller,2024-02-12 10:41:00,general,28,1,0,2,False,False,4,False,False
2057,phoenix-team,team,sarah.johnson,2024-02-12 16:01:00,urgent,45,2,5,1,False,False,4,False,True
2058,phoenix-team,team,tom.garcia,2024-02-12 18:25:00,blocked,27,2,5,2,False,False,4,True,False
2059,production-alerts,alerts,emma.jones,2024-02-12 15:21:00,general,21,0,2,0,False,False,4,False,False
2060,architecture-discussion,technical,ana.lopez,2024-02-12 08:00:00,general,21,0,1,4,False,False,4,False,False
2061,phoenix-daily,standup,lisa.chen,2024-02-12 01:00:00,general,17,1,1,0,True,False,4,False,False
2062,production-alerts,alerts,sarah.johnson,2024-02-12 12:57:00,general,21,1,2,4,False,False,4,False,False
2063,production-alerts,alerts,james.taylor,2024-02-12 18:24:00,blocked,24,2,5,4,False,False,4,True,False
2064,architecture-discussion,technical,lisa.chen,2024-02-12 17:57:00,general,28,0,0,4,False,False,4,False,False
2065,phoenix-daily,standup,david.kumar,2024-02-12 18:31:00,general,21,0,2,2,False,False,4,False,False
2066,architecture-discussion,technical,lisa.chen,2024-02-12 21:42:00,blocked,24,2,6,3,True,False,4,True,False
2067,modernization-effort,project,tom.garcia,2024-02-12 11:59:00,general,17,1,2,2,False,False,4,False,False
