issue_key,issue_type,summary,epic_key,feature_key,sprint_number,created_date,updated_date,resolution_date,status,resolution,priority,original_estimate_points,final_estimate_points,time_spent_hours,assignee,reporter,has_acceptance_criteria,acceptance_criteria_added_after_start,requirements_changed_after_start,is_interrupt,has_external_dependency,days_blocked,number_of_reopens,labels,severity
PHOE-10231,Story,Implement CI/CD Pipeline Optimization - Feature 4 functionality,,,4,2024-02-13 00:00:00,2024-02-17 00:00:00,2024-02-14 00:00:00,Done,Fixed,High,5.0,5.0,33,ana.lopez,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10232,Story,Implement Security Patches & Updates - Feature 2 functionality,BAU-402,BAU-402-F02,4,2024-02-17 00:00:00,2024-02-19 00:00:00,2024-02-28 00:00:00,Done,Fixed,Medium,3.0,4.0,22,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10233,Story,Implement Customer Issue Resolutions - Feature 4 functionality,,,4,2024-02-14 00:00:00,2024-02-15 00:00:00,2024-02-21 00:00:00,Done,Fixed,Medium,3.0,3.0,10,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10234,Story,Implement Real-time Data Sync - Feature 3 functionality,MOD-106,MOD-106-F03,4,2024-02-24 00:00:00,2024-02-28 00:00:00,2024-03-04 00:00:00,Done,Fixed,Low,8.0,8.0,36,james.taylor,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10235,Story,Implement Real-time Data Sync - Feature 4 functionality,MOD-106,MOD-106-F04,4,2024-02-13 00:00:00,2024-02-15 00:00:00,,In Progress,,Medium,8.0,13.0,14,mark.smith,sarah.johnson,True,False,True,False,False,0,0,['modernization'],
PHOE-10236,Story,Implement Kubernetes Migration - Feature 5 functionality,,,4,2024-02-25 00:00:00,2024-03-01 00:00:00,2024-03-06 00:00:00,Done,Fixed,High,8.0,8.0,15,ana.lopez,sarah.johnson,False,False,False,False,True,0,2,"['bau', 'maintenance']",
PHOE-10237,Story,Implement Security Patches & Updates - Feature 8 functionality,,,4,2024-02-21 00:00:00,2024-02-24 00:00:00,,Blocked,,High,8.0,8.0,1,mark.smith,sarah.johnson,True,False,True,False,False,2,0,"['bau', 'maintenance']",
PHOE-10238,Story,Implement Regional Localization - Feature 1 functionality,,,4,2024-02-14 00:00:00,2024-02-19 00:00:00,,Ready for QA,,Low,8.0,8.0,7,tom.garcia,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10239,Story,Implement Single Sign-On Implementation - Feature 5 functionality,,,4,2024-02-18 00:00:00,2024-02-21 00:00:00,2024-02-23 00:00:00,Done,Fixed,High,3.0,4.0,27,mark.smith,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10240,Story,Implement Mobile App Feature Parity - Feature 5 functionality,,,4,2024-02-16 00:00:00,2024-02-18 00:00:00,2024-02-23 00:00:00,Done,Fixed,High,2.0,3.0,14,mark.smith,sarah.johnson,True,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10241,Story,Implement Legacy Data Migration - Feature 7 functionality,MOD-107,MOD-107-F07,4,2024-02-12 00:00:00,2024-02-12 00:00:00,2024-02-22 00:00:00,Done,Fixed,Medium,13.0,16.0,37,mark.smith,sarah.johnson,True,False,True,True,True,0,0,['modernization'],
PHOE-10242,Story,Implement Legacy Platform Maintenance - Feature 5 functionality,BAU-400,BAU-400-F05,4,2024-02-20 00:00:00,2024-02-24 00:00:00,2024-02-24 00:00:00,Done,Fixed,Highest,2.0,5.0,11,james.taylor,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10243,Story,Implement Usage Analytics Enhancement - Feature 3 functionality,BIZ-203,BIZ-203-F03,4,2024-02-12 00:00:00,2024-02-16 00:00:00,2024-02-17 00:00:00,Done,Fixed,Medium,1.0,1.0,36,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10244,Story,Implement Mobile App Feature Parity - Feature 5 functionality,,,4,2024-02-17 00:00:00,2024-02-22 00:00:00,2024-02-21 00:00:00,Done,Fixed,Low,8.0,8.0,10,tom.garcia,sarah.johnson,True,True,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10245,Story,Implement Third-party Integration Updates - Feature 2 functionality,BAU-401,BAU-401-F02,4,2024-02-22 00:00:00,2024-02-23 00:00:00,2024-02-24 00:00:00,Done,Fixed,Medium,1.0,1.0,39,mark.smith,sarah.johnson,False,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10246,Story,Implement Security Patches & Updates - Feature 1 functionality,BAU-402,BAU-402-F01,4,2024-02-22 00:00:00,2024-02-24 00:00:00,,Blocked,,Highest,1.0,1.0,9,david.kumar,sarah.johnson,True,False,False,False,True,7,0,"['bau', 'maintenance']",
PHOE-10247,Story,Implement OAuth 2.0 Integration - Feature 4 functionality,MOD-101,MOD-101-F04,4,2024-02-19 00:00:00,2024-02-23 00:00:00,,Ready for QA,,High,8.0,8.0,3,david.kumar,sarah.johnson,True,True,False,False,True,0,0,['modernization'],
PHOE-10248,Story,Implement Payment Gateway Integration - Feature 3 functionality,,,4,2024-02-16 00:00:00,2024-02-20 00:00:00,,In Progress,,Medium,2.0,2.0,6,mark.smith,sarah.johnson,True,True,False,False,False,0,3,['modernization'],
PHOE-10249,Story,Implement Billing Service Microservice - Feature 5 functionality,MOD-103,MOD-103-F05,4,2024-02-16 00:00:00,2024-02-16 00:00:00,2024-02-19 00:00:00,Done,Fixed,Medium,13.0,13.0,8,tom.garcia,sarah.johnson,False,False,False,False,True,0,0,['modernization'],
PHOE-10250,Story,Implement CI/CD Pipeline Optimization - Feature 2 functionality,TECH-301,TECH-301-F02,4,2024-02-23 00:00:00,2024-02-25 00:00:00,2024-02-27 00:00:00,Done,Fixed,Medium,3.0,5.0,12,james.taylor,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10251,Story,Implement CI/CD Pipeline Optimization - Feature 2 functionality,TECH-301,TECH-301-F02,4,2024-02-19 00:00:00,2024-02-24 00:00:00,,Ready for QA,,Highest,3.0,5.0,0,david.kumar,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10252,Story,Implement Customer Dashboard v2 - Feature 2 functionality,BIZ-202,BIZ-202-F02,4,2024-02-12 00:00:00,2024-02-13 00:00:00,2024-02-16 00:00:00,Done,Fixed,Low,5.0,7.0,36,ana.lopez,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10253,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,BIZ-200,BIZ-200-F02,4,2024-02-24 00:00:00,2024-02-27 00:00:00,,To Do,,High,13.0,15.0,2,mark.smith,sarah.johnson,True,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10254,Story,Implement Performance Monitoring - Feature 3 functionality,TECH-303,TECH-303-F03,4,2024-02-18 00:00:00,2024-02-22 00:00:00,,To Do,,High,3.0,3.0,12,ana.lopez,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10255,Story,Implement Regional Localization - Feature 1 functionality,BIZ-204,BIZ-204-F01,4,2024-02-18 00:00:00,2024-02-19 00:00:00,2024-02-28 00:00:00,Done,Fixed,Low,3.0,3.0,14,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10256,Story,Implement Legacy Data Migration - Feature 8 functionality,,,4,2024-02-17 00:00:00,2024-02-21 00:00:00,2024-02-25 00:00:00,Done,Fixed,High,5.0,6.0,30,mark.smith,sarah.johnson,True,True,True,False,False,0,0,['modernization'],
PHOE-10257,Story,Implement Single Sign-On Implementation - Feature 3 functionality,MOD-102,MOD-102-F03,4,2024-02-21 00:00:00,2024-02-24 00:00:00,,To Do,,Low,8.0,9.0,15,tom.garcia,sarah.johnson,True,True,False,False,False,0,0,['modernization'],
PHOE-10258,Story,Implement Mobile App Feature Parity - Feature 2 functionality,BIZ-201,BIZ-201-F02,4,2024-02-21 00:00:00,2024-02-21 00:00:00,2024-02-28 00:00:00,Done,Fixed,High,3.0,4.0,37,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10259,Story,Implement Mobile App Feature Parity - Feature 1 functionality,BIZ-201,BIZ-201-F01,4,2024-02-19 00:00:00,2024-02-24 00:00:00,2024-02-27 00:00:00,Done,Fixed,Low,8.0,8.0,37,david.kumar,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10260,Story,Implement Customer Issue Resolutions - Feature 1 functionality,BAU-403,BAU-403-F01,4,2024-02-24 00:00:00,2024-02-26 00:00:00,2024-03-03 00:00:00,Done,Fixed,Low,13.0,13.0,20,david.kumar,sarah.johnson,False,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10261,Story,Implement Real-time Data Sync - Feature 2 functionality,MOD-106,MOD-106-F02,4,2024-02-20 00:00:00,2024-02-22 00:00:00,2024-02-27 00:00:00,Done,Fixed,Low,3.0,3.0,40,ana.lopez,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10262,Story,Implement Legacy Platform Maintenance - Feature 4 functionality,BAU-400,BAU-400-F04,4,2024-02-20 00:00:00,2024-02-21 00:00:00,,Blocked,,Highest,8.0,8.0,7,mark.smith,sarah.johnson,False,False,False,False,True,3,0,"['bau', 'maintenance']",
PHOE-10263,Story,Implement Security Compliance Updates - Feature 5 functionality,,,4,2024-02-24 00:00:00,2024-02-28 00:00:00,,In Progress,,Low,2.0,2.0,2,mark.smith,sarah.johnson,True,True,True,False,True,0,3,"['bau', 'maintenance']",
PHOE-10264,Story,Implement Legacy Platform Maintenance - Feature 1 functionality,BAU-400,BAU-400-F01,4,2024-02-21 00:00:00,2024-02-22 00:00:00,,In Progress,,Highest,1.0,3.0,19,ana.lopez,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10265,Story,Implement Performance Monitoring - Feature 3 functionality,,,4,2024-02-15 00:00:00,2024-02-20 00:00:00,,In Progress,,Highest,3.0,6.0,2,mark.smith,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10266,Story,Implement Security Compliance Updates - Feature 7 functionality,TECH-302,TECH-302-F07,4,2024-02-25 00:00:00,2024-02-29 00:00:00,2024-03-03 00:00:00,Done,Fixed,Highest,5.0,5.0,36,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10267,Story,Implement Regional Localization - Feature 1 functionality,BIZ-204,BIZ-204-F01,4,2024-02-23 00:00:00,2024-02-25 00:00:00,,In Progress,,Highest,2.0,7.0,12,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10268,Story,Implement CI/CD Pipeline Optimization - Feature 4 functionality,TECH-301,TECH-301-F04,4,2024-02-18 00:00:00,2024-02-18 00:00:00,2024-02-29 00:00:00,Done,Fixed,High,3.0,3.0,34,ana.lopez,sarah.johnson,False,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10269,Story,Implement Mobile App Feature Parity - Feature 4 functionality,BIZ-201,BIZ-201-F04,4,2024-02-19 00:00:00,2024-02-20 00:00:00,2024-02-23 00:00:00,Done,Fixed,Highest,3.0,3.0,11,ana.lopez,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10270,Story,Implement Single Sign-On Implementation - Feature 3 functionality,MOD-102,MOD-102-F03,4,2024-02-25 00:00:00,2024-02-26 00:00:00,2024-03-05 00:00:00,Done,Fixed,High,13.0,18.0,7,mark.smith,sarah.johnson,True,False,False,False,False,0,2,['modernization'],
PHOE-10271,Story,Implement Database Optimization - Feature 3 functionality,TECH-304,TECH-304-F03,4,2024-02-25 00:00:00,2024-02-25 00:00:00,,In QA,,Medium,8.0,8.0,11,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10272,Story,Implement Security Patches & Updates - Feature 6 functionality,BAU-402,BAU-402-F06,4,2024-02-21 00:00:00,2024-02-22 00:00:00,2024-02-28 00:00:00,Done,Fixed,High,5.0,8.0,40,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10273,Story,Implement Third-party Integration Updates - Feature 1 functionality,BAU-401,BAU-401-F01,4,2024-02-25 00:00:00,2024-03-01 00:00:00,2024-03-03 00:00:00,Done,Fixed,Medium,2.0,2.0,35,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10274,Story,Implement Q2 Marketing Campaign Support - Feature 1 functionality,BIZ-200,BIZ-200-F01,4,2024-02-12 00:00:00,2024-02-16 00:00:00,2024-02-18 00:00:00,Done,Fixed,Medium,1.0,1.0,26,mark.smith,sarah.johnson,True,True,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10275,Story,Implement Mobile App Feature Parity - Feature 6 functionality,BIZ-201,BIZ-201-F06,4,2024-02-21 00:00:00,2024-02-21 00:00:00,,Blocked,,Low,3.0,3.0,19,mark.smith,sarah.johnson,True,False,False,True,True,2,0,"['bau', 'maintenance']",
PHOE-10276,Story,Implement Security Compliance Updates - Feature 5 functionality,TECH-302,TECH-302-F05,4,2024-02-18 00:00:00,2024-02-20 00:00:00,2024-02-24 00:00:00,Done,Fixed,Medium,1.0,1.0,29,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10277,Story,Implement Security Patches & Updates - Feature 1 functionality,,,4,2024-02-18 00:00:00,2024-02-18 00:00:00,2024-02-25 00:00:00,Done,Fixed,Low,2.0,3.0,39,mark.smith,sarah.johnson,True,True,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10278,Story,Implement Customer Data Platform - Feature 3 functionality,MOD-105,MOD-105-F03,4,2024-02-16 00:00:00,2024-02-17 00:00:00,2024-02-21 00:00:00,Done,Fixed,High,5.0,5.0,37,mark.smith,sarah.johnson,True,False,True,False,False,0,0,['modernization'],
PHOE-10279,Story,Implement Security Compliance Updates - Feature 2 functionality,,,4,2024-02-25 00:00:00,2024-02-29 00:00:00,2024-03-08 00:00:00,Done,Fixed,Low,3.0,3.0,40,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10280,Story,Implement Customer Issue Resolutions - Feature 1 functionality,BAU-403,BAU-403-F01,4,2024-02-20 00:00:00,2024-02-21 00:00:00,2024-02-21 00:00:00,Done,Fixed,Medium,5.0,5.0,22,mark.smith,sarah.johnson,True,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10281,Story,Implement Security Patches & Updates - Feature 8 functionality,BAU-402,BAU-402-F08,4,2024-02-16 00:00:00,2024-02-17 00:00:00,2024-02-25 00:00:00,Done,Fixed,High,2.0,5.0,28,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10282,Bug,Production Issue: Data sync issue,,,4,2024-02-24 00:00:00,2024-02-26 00:00:00,2024-03-02 00:00:00,Done,Fixed,High,,,5,mark.smith,alex.brown,False,False,False,False,True,0,0,"['qa-found', 'internal']",Low
PHOE-10283,Bug,Production Issue: UI rendering problem,MOD-100,,4,2024-02-21 00:00:00,2024-02-22 00:00:00,2024-02-28 00:00:00,Done,Fixed,Highest,,,10,mark.smith,alex.brown,False,False,False,False,True,0,1,"['qa-found', 'internal']",Medium
PHOE-10284,Bug,Production Issue: Payment processing error,MOD-100,,4,2024-02-19 00:00:00,2024-02-22 00:00:00,2024-02-24 00:00:00,Done,Fixed,Highest,,,7,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10285,Bug,Production Issue: Data sync issue,MOD-104,,4,2024-02-19 00:00:00,2024-02-19 00:00:00,2024-02-24 00:00:00,Done,Fixed,High,,,14,ana.lopez,alex.brown,False,False,False,False,True,0,0,"['qa-found', 'internal']",Low
PHOE-10286,Bug,Production Issue: Authentication failure,BAU-403,,4,2024-02-25 00:00:00,2024-02-26 00:00:00,2024-03-04 00:00:00,Done,Fixed,High,,,14,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10287,Bug,Production Issue: Payment processing error,BAU-402,,4,2024-02-23 00:00:00,2024-02-25 00:00:00,2024-02-29 00:00:00,Done,Fixed,High,,,4,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-10288,Bug,Production Issue: Payment processing error,MOD-101,,4,2024-02-19 00:00:00,2024-02-20 00:00:00,2024-02-26 00:00:00,Done,Fixed,Highest,,,5,ana.lopez,sarah.johnson,False,False,False,True,False,0,1,"['production', 'urgent']",Medium
PHOE-10289,Bug,Production Issue: Authentication failure,BAU-403,,4,2024-02-18 00:00:00,2024-02-21 00:00:00,2024-02-23 00:00:00,Done,Fixed,Medium,,,11,emma.jones,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",High
PHOE-10290,Bug,Production Issue: Authentication failure,BAU-401,,4,2024-02-22 00:00:00,2024-02-23 00:00:00,2024-02-29 00:00:00,Done,Fixed,Medium,,,10,mark.smith,sarah.johnson,False,False,False,True,True,0,2,"['production', 'urgent']",Medium
PHOE-10291,Bug,Production Issue: Payment processing error,BIZ-204,,4,2024-02-24 00:00:00,2024-02-26 00:00:00,2024-03-03 00:00:00,Done,Fixed,Medium,,,4,david.kumar,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Medium
PHOE-10292,Bug,Production Issue: Payment processing error,TECH-303,,4,2024-02-16 00:00:00,2024-02-18 00:00:00,2024-02-24 00:00:00,Done,Fixed,High,,,13,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10293,Bug,Production Issue: Payment processing error,BIZ-200,,4,2024-02-20 00:00:00,2024-02-22 00:00:00,2024-02-25 00:00:00,Done,Fixed,High,,,2,ana.lopez,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",High
PHOE-10294,Bug,Production Issue: Data sync issue,,,4,2024-02-17 00:00:00,2024-02-20 00:00:00,2024-02-23 00:00:00,Done,Fixed,Highest,,,10,ana.lopez,alex.brown,False,False,False,False,False,0,1,"['qa-found', 'internal']",Low
PHOE-10295,Bug,Production Issue: Authentication failure,MOD-102,,4,2024-02-22 00:00:00,2024-02-22 00:00:00,2024-02-27 00:00:00,Done,Fixed,Highest,,,4,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10296,Task,DevOps: Configure monitoring,BIZ-204,,4,2024-02-12 00:00:00,2024-02-14 00:00:00,2024-02-20 00:00:00,In Progress,Done,Low,,,5,mark.smith,mark.smith,True,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10297,Task,DevOps: Configure monitoring,MOD-102,,4,2024-02-15 00:00:00,2024-02-16 00:00:00,2024-02-16 00:00:00,Done,Done,Low,,,6,sarah.johnson,sarah.johnson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10298,Task,DevOps: Update deployment pipeline,,,4,2024-02-23 00:00:00,2024-02-23 00:00:00,2024-02-27 00:00:00,In Progress,Done,Low,,,4,alex.brown,mark.smith,True,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10299,Task,Research: Configure monitoring,,,4,2024-02-21 00:00:00,2024-02-23 00:00:00,2024-02-28 00:00:00,In Progress,Done,Low,,,6,sam.miller,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10300,Task,DevOps: Update deployment pipeline,TECH-302,,4,2024-02-14 00:00:00,2024-02-15 00:00:00,2024-02-17 00:00:00,In Progress,,Low,,,6,tom.garcia,rachel.wilson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10301,Task,Configuration: Configure monitoring,BIZ-202,,4,2024-02-18 00:00:00,2024-02-20 00:00:00,2024-02-22 00:00:00,In Progress,Done,Low,,,5,tom.garcia,mark.smith,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10302,Task,DevOps: Configure monitoring,MOD-104,,4,2024-02-16 00:00:00,2024-02-17 00:00:00,2024-02-17 00:00:00,Done,,Medium,,,6,mark.smith,rachel.wilson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10303,Task,Research: Update deployment pipeline,MOD-104,,4,2024-02-13 00:00:00,2024-02-13 00:00:00,2024-02-18 00:00:00,Done,,Medium,,,4,rachel.wilson,mark.smith,True,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10304,Task,Research: Update deployment pipeline,,,4,2024-02-23 00:00:00,2024-02-24 00:00:00,2024-02-26 00:00:00,Done,,Low,,,2,jordan.davis,rachel.wilson,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10305,Task,Documentation: Update deployment pipeline,,,4,2024-02-13 00:00:00,2024-02-14 00:00:00,2024-02-19 00:00:00,Done,Done,Medium,,,4,sarah.johnson,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10306,Task,Documentation: Research new framework,BIZ-202,,4,2024-02-12 00:00:00,2024-02-14 00:00:00,2024-02-15 00:00:00,Done,Done,Medium,,,3,mark.smith,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10307,Task,Documentation: Configure monitoring,MOD-102,,4,2024-02-24 00:00:00,2024-02-24 00:00:00,2024-03-02 00:00:00,Done,Done,Medium,,,3,tom.garcia,sarah.johnson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10308,Task,Documentation: Update deployment pipeline,BIZ-205,,4,2024-02-16 00:00:00,2024-02-18 00:00:00,2024-02-19 00:00:00,Done,Done,Medium,,,8,ana.lopez,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10309,Task,Research: Update deployment pipeline,BIZ-205,,4,2024-02-15 00:00:00,2024-02-16 00:00:00,2024-02-17 00:00:00,Done,Done,Low,,,6,tom.garcia,sarah.johnson,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10310,Task,DevOps: Research new framework,BIZ-203,,4,2024-02-24 00:00:00,2024-02-26 00:00:00,2024-03-03 00:00:00,In Progress,Done,Medium,,,4,david.kumar,rachel.wilson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10311,Task,DevOps: Configure monitoring,BAU-400,,4,2024-02-13 00:00:00,2024-02-13 00:00:00,2024-02-18 00:00:00,Done,Done,Medium,,,5,james.taylor,mark.smith,True,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10312,Task,Research: Configure monitoring,BIZ-200,,4,2024-02-15 00:00:00,2024-02-17 00:00:00,2024-02-23 00:00:00,In Progress,Done,Medium,,,1,ana.lopez,rachel.wilson,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10313,Task,Configuration: Update deployment pipeline,BAU-403,,4,2024-02-14 00:00:00,2024-02-16 00:00:00,2024-02-19 00:00:00,Done,Done,Medium,,,2,ana.lopez,rachel.wilson,True,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10314,Story,Implement Kubernetes Migration - Feature 3 functionality,TECH-300,TECH-300-F03,5,2024-03-10 00:00:00,2024-03-11 00:00:00,,Blocked,,High,8.0,9.0,16,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10315,Story,Implement CI/CD Pipeline Optimization - Feature 2 functionality,,,5,2024-03-02 00:00:00,2024-03-02 00:00:00,2024-03-11 00:00:00,Done,Fixed,Medium,3.0,3.0,28,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10316,Story,Implement Customer Support Portal - Feature 4 functionality,,,5,2024-02-29 00:00:00,2024-03-02 00:00:00,2024-03-10 00:00:00,Done,Fixed,Medium,1.0,3.0,32,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10317,Story,Implement Mobile App Feature Parity - Feature 7 functionality,,,5,2024-03-10 00:00:00,2024-03-12 00:00:00,,Blocked,,Highest,2.0,2.0,17,tom.garcia,sarah.johnson,True,False,False,False,True,2,0,"['bau', 'maintenance']",
PHOE-10318,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,TECH-301,TECH-301-F05,5,2024-03-03 00:00:00,2024-03-07 00:00:00,2024-03-06 00:00:00,Done,Fixed,Medium,3.0,3.0,40,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10319,Story,Implement Security Patches & Updates - Feature 8 functionality,,,5,2024-02-28 00:00:00,2024-02-29 00:00:00,2024-03-07 00:00:00,Done,Fixed,High,3.0,3.0,6,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10320,Story,Implement Customer Dashboard v2 - Feature 4 functionality,BIZ-202,BIZ-202-F04,5,2024-03-08 00:00:00,2024-03-11 00:00:00,,To Do,,Low,2.0,7.0,1,tom.garcia,sarah.johnson,False,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10321,Story,Implement Single Sign-On Implementation - Feature 2 functionality,MOD-102,MOD-102-F02,5,2024-03-05 00:00:00,2024-03-10 00:00:00,,Code Review,,Highest,2.0,7.0,6,mark.smith,sarah.johnson,True,False,False,False,True,0,0,['modernization'],
PHOE-10322,Story,Implement Security Patches & Updates - Feature 4 functionality,,,5,2024-02-28 00:00:00,2024-02-29 00:00:00,,Blocked,,High,8.0,13.0,12,mark.smith,sarah.johnson,False,False,False,True,True,3,0,"['bau', 'maintenance']",
PHOE-10323,Story,Implement Payment Gateway Integration - Feature 5 functionality,,,5,2024-03-01 00:00:00,2024-03-03 00:00:00,2024-03-13 00:00:00,Done,Fixed,Highest,2.0,3.0,37,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10324,Story,Implement Legacy Data Migration - Feature 8 functionality,MOD-107,MOD-107-F08,5,2024-03-03 00:00:00,2024-03-08 00:00:00,2024-03-06 00:00:00,Done,Fixed,Highest,3.0,5.0,30,mark.smith,sarah.johnson,False,False,False,True,False,0,0,['modernization'],
PHOE-10325,Story,Implement Mobile App Feature Parity - Feature 2 functionality,,,5,2024-02-27 00:00:00,2024-02-27 00:00:00,2024-03-06 00:00:00,Done,Fixed,Low,3.0,3.0,19,mark.smith,sarah.johnson,False,True,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10326,Story,Implement User Authentication Microservice - Feature 2 functionality,MOD-100,MOD-100-F02,5,2024-02-29 00:00:00,2024-03-01 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,2.0,2.0,40,mark.smith,sarah.johnson,False,False,True,False,False,0,3,['modernization'],
PHOE-10327,Story,Implement Mobile App Feature Parity - Feature 1 functionality,,,5,2024-02-28 00:00:00,2024-03-01 00:00:00,,To Do,,Medium,13.0,15.0,11,david.kumar,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10328,Story,Implement Billing Service Microservice - Feature 3 functionality,MOD-103,MOD-103-F03,5,2024-03-01 00:00:00,2024-03-06 00:00:00,,In Progress,,Highest,3.0,5.0,15,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10329,Story,Implement Legacy Platform Maintenance - Feature 8 functionality,BAU-400,BAU-400-F08,5,2024-03-06 00:00:00,2024-03-11 00:00:00,2024-03-16 00:00:00,Done,Fixed,Low,13.0,13.0,35,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
